cluster	ORF	gene_name
whole_library	YDR025W	RPS11A
whole_library_30_1_all	YDR025W	RPS11A
endomembrane system	YDR049W	VMS1
proteolysis involved in cellular protein catabolic process	YDR049W	VMS1
proteolysis involved in cellular protein catabolic process_GO_15_1_all	YDR049W	VMS1
whole_library	YDR049W	VMS1
whole_library_30_1_all	YDR049W	VMS1
endomembrane system	YDR057W	YOS9
proteolysis involved in cellular protein catabolic process	YDR057W	YOS9
whole_library	YDR057W	YOS9
protein modification by small protein conjugation or removal	YDR059C	UBC5
response to heat	YDR059C	UBC5
whole_library	YDR059C	UBC5
whole_library_30_3_all	YDR059C	UBC5
whole_library	YDR061W	YDR061W
endomembrane system	YDR069C	DOA4
nucleobase-containing compound transport	YDR069C	DOA4
nucleobase-containing compound transport_GO_15_1_mut	YDR069C	DOA4
proteolysis involved in cellular protein catabolic process	YDR069C	DOA4
proteolysis involved in cellular protein catabolic process_GO_15_1_all	YDR069C	DOA4
sig_Gsp1_GI	YDR069C	DOA4
sig_Gsp1_GI_15_1_mut	YDR069C	DOA4
sig_Gsp1_GI_30_3_mut	YDR069C	DOA4
whole_library	YDR069C	DOA4
whole_library_15_24_mut	YDR069C	DOA4
whole_library_30_14_mut	YDR069C	DOA4
sig_Gsp1_GI	YDR072C	IPT1
sig_Gsp1_GI_15_7_mut	YDR072C	IPT1
sig_Gsp1_GI_30_5_mut	YDR072C	IPT1
whole_library	YDR072C	IPT1
transcription	YDR073W	SNF11
transcription and mRNA processing	YDR073W	SNF11
transcription and mRNA processing_GO_15_3_all	YDR073W	SNF11
transcription and mRNA processing_GO_30_2_all	YDR073W	SNF11
transcription from RNA polymerase II promoter	YDR073W	SNF11
transcription from RNA polymerase II promoter_GO_30_1_mut	YDR073W	SNF11
transcription_GO_30_4_all	YDR073W	SNF11
whole_library	YDR073W	SNF11
response to heat	YDR074W	TPS2
response to heat_GO_15_1_all	YDR074W	TPS2
response to heat_GO_15_1_mut	YDR074W	TPS2
response to heat_GO_30_1_all	YDR074W	TPS2
whole_library	YDR074W	TPS2
budding	YDR075W	PPH3
budding_GO_30_1_mut	YDR075W	PPH3
cell cycle	YDR075W	PPH3
cellular response to DNA damage stimulus	YDR075W	PPH3
cellular response to DNA damage stimulus_GO_30_1_mut	YDR075W	PPH3
chromosome	YDR075W	PPH3
chromosome_GO_15_2_mut	YDR075W	PPH3
chromosome_GO_30_1_mut	YDR075W	PPH3
chromosome_GO_30_2_all	YDR075W	PPH3
DNA recombination	YDR075W	PPH3
DNA recombination_GO_30_1_all	YDR075W	PPH3
DNA recombination_GO_30_1_mut	YDR075W	PPH3
DNA repair	YDR075W	PPH3
DNA repair_GO_30_1_mut	YDR075W	PPH3
organelle fission	YDR075W	PPH3
organelle fission_GO_30_1_mut	YDR075W	PPH3
regulation of cell cycle	YDR075W	PPH3
regulation of cell cycle_GO_30_1_mut	YDR075W	PPH3
whole_library	YDR075W	PPH3
budding	YDR076W	RAD55
budding_GO_15_1_all	YDR076W	RAD55
budding_GO_30_1_mut	YDR076W	RAD55
cell cycle	YDR076W	RAD55
cellular response to DNA damage stimulus	YDR076W	RAD55
cellular response to DNA damage stimulus_GO_15_1_all	YDR076W	RAD55
cellular response to DNA damage stimulus_GO_30_1_mut	YDR076W	RAD55
cellular response to DNA damage stimulus_GO_30_3_all	YDR076W	RAD55
DNA recombination	YDR076W	RAD55
DNA recombination_GO_15_1_mut	YDR076W	RAD55
DNA recombination_GO_30_1_mut	YDR076W	RAD55
DNA repair	YDR076W	RAD55
DNA repair_GO_15_1_all	YDR076W	RAD55
DNA repair_GO_30_1_mut	YDR076W	RAD55
organelle fission	YDR076W	RAD55
organelle fission_GO_30_1_mut	YDR076W	RAD55
whole_library	YDR076W	RAD55
whole_library_30_3_all	YDR076W	RAD55
endomembrane system	YDR080W	VPS41
endomembrane system_GO_30_3_all	YDR080W	VPS41
lipid binding_GO_15_2_all	YDR080W	VPS41
lipids_GO_15_2_all	YDR080W	VPS41
protein targeting	YDR080W	VPS41
protein targeting_GO_15_2_mut	YDR080W	VPS41
protein targeting_GO_30_1_all	YDR080W	VPS41
protein targeting_GO_30_1_mut	YDR080W	VPS41
regulation of organelle organization_GO_15_1_all	YDR080W	VPS41
whole_library	YDR080W	VPS41
ribosomes and translation	YDR083W	RRP8
ribosomes and translation_GO_30_1_all	YDR083W	RRP8
RNA modification_GO_15_1_mut	YDR083W	RRP8
transcription and mRNA processing	YDR083W	RRP8
transcription and mRNA processing_GO_30_2_mut	YDR083W	RRP8
whole_library	YDR083W	RRP8
whole_library_15_22_mut	YDR083W	RRP8
whole_library_30_1_all	YDR083W	RRP8
whole_library_30_14_mut	YDR083W	RRP8
cellular response to DNA damage stimulus	YDR092W	UBC13
cellular response to DNA damage stimulus_GO_15_3_mut	YDR092W	UBC13
cellular response to DNA damage stimulus_GO_30_1_mut	YDR092W	UBC13
DNA repair	YDR092W	UBC13
DNA repair_GO_15_3_mut	YDR092W	UBC13
DNA repair_GO_30_1_mut	YDR092W	UBC13
protein modification by small protein conjugation or removal	YDR092W	UBC13
protein modification by small protein conjugation or removal_GO_15_1_mut	YDR092W	UBC13
protein modification by small protein conjugation or removal_GO_30_1_mut	YDR092W	UBC13
whole_library	YDR092W	UBC13
chromatin	YDR096W	GIS1
chromatin organization	YDR096W	GIS1
chromatin organization_GO_15_1_mut	YDR096W	GIS1
chromatin organization_GO_30_1_mut	YDR096W	GIS1
chromatin organization_GO_30_2_all	YDR096W	GIS1
DNA binding_GO_15_3_mut	YDR096W	GIS1
histone modification	YDR096W	GIS1
histone modification_GO_15_1_mut	YDR096W	GIS1
lipids_GO_15_2_all	YDR096W	GIS1
transcription	YDR096W	GIS1
transcription and mRNA processing	YDR096W	GIS1
transcription and mRNA processing_GO_15_3_all	YDR096W	GIS1
transcription and mRNA processing_GO_30_2_all	YDR096W	GIS1
transcription from RNA polymerase II promoter	YDR096W	GIS1
transcription from RNA polymerase II promoter_GO_30_1_mut	YDR096W	GIS1
whole_library	YDR096W	GIS1
budding	YDR097C	MSH6
cell cycle	YDR097C	MSH6
cell cycle_GO_15_3_all	YDR097C	MSH6
cellular response to DNA damage stimulus	YDR097C	MSH6
cellular response to DNA damage stimulus_GO_15_1_all	YDR097C	MSH6
cellular response to DNA damage stimulus_GO_30_3_all	YDR097C	MSH6
DNA repair	YDR097C	MSH6
DNA repair_GO_15_1_all	YDR097C	MSH6
organelle fission	YDR097C	MSH6
whole_library	YDR097C	MSH6
whole_library_30_3_all	YDR097C	MSH6
budding	YDR099W	BMH2
budding_GO_15_1_all	YDR099W	BMH2
cell cycle	YDR099W	BMH2
cellular response to DNA damage stimulus	YDR099W	BMH2
mitotic cell cycle	YDR099W	BMH2
protein modification by small protein conjugation or removal	YDR099W	BMH2
regulation of cell cycle	YDR099W	BMH2
regulation of cell cycle_GO_30_1_all	YDR099W	BMH2
whole_library	YDR099W	BMH2
whole_library_30_9_all	YDR099W	BMH2
nuclear transport	YDR101C	ARX1
nuclear transport and organization	YDR101C	ARX1
nuclear transport and organization_GO_15_1_mut	YDR101C	ARX1
nuclear transport and organization_GO_15_3_all	YDR101C	ARX1
nuclear transport and organization_GO_30_1_all	YDR101C	ARX1
nuclear transport_GO_15_1_all	YDR101C	ARX1
nuclear transport_GO_15_1_mut	YDR101C	ARX1
ribosome	YDR101C	ARX1
ribosomes and translation	YDR101C	ARX1
ribosomes and translation_GO_15_2_mut	YDR101C	ARX1
ribosomes and translation_GO_30_1_all	YDR101C	ARX1
sig_Gsp1_GI	YDR101C	ARX1
sig_Gsp1_GI_15_4_mut	YDR101C	ARX1
sig_Gsp1_GI_15_5_all	YDR101C	ARX1
sig_Gsp1_GI_30_1_mut	YDR101C	ARX1
sig_Gsp1_GI_30_4_all	YDR101C	ARX1
whole_library	YDR101C	ARX1
whole_library_15_36_all	YDR101C	ARX1
whole_library_30_5_all	YDR101C	ARX1
budding	YDR108W	TRS85
budding_GO_30_1_mut	YDR108W	TRS85
cell cycle	YDR108W	TRS85
endomembrane system	YDR108W	TRS85
organelle fission	YDR108W	TRS85
organelle fission_GO_30_1_mut	YDR108W	TRS85
protein targeting	YDR108W	TRS85
protein targeting_GO_15_2_mut	YDR108W	TRS85
protein targeting_GO_30_1_all	YDR108W	TRS85
protein targeting_GO_30_1_mut	YDR108W	TRS85
sig_Gsp1_GI	YDR108W	TRS85
sig_Gsp1_GI_15_6_mut	YDR108W	TRS85
sig_Gsp1_GI_30_2_mut	YDR108W	TRS85
whole_library	YDR108W	TRS85
endomembrane system	YDR120C	TRM1
ribosomes and translation	YDR120C	TRM1
RNA modification_GO_15_1_all	YDR120C	TRM1
transcription and mRNA processing	YDR120C	TRM1
transcription and mRNA processing_GO_30_1_all	YDR120C	TRM1
whole_library	YDR120C	TRM1
whole_library_15_13_all	YDR120C	TRM1
whole_library_30_1_all	YDR120C	TRM1
cellular response to DNA damage stimulus	YDR121W	DPB4
cellular response to DNA damage stimulus_GO_15_1_all	YDR121W	DPB4
cellular response to DNA damage stimulus_GO_15_3_mut	YDR121W	DPB4
cellular response to DNA damage stimulus_GO_30_1_mut	YDR121W	DPB4
cellular response to DNA damage stimulus_GO_30_3_all	YDR121W	DPB4
chromatin	YDR121W	DPB4
chromatin organization	YDR121W	DPB4
chromatin organization_GO_15_1_mut	YDR121W	DPB4
chromatin organization_GO_30_1_mut	YDR121W	DPB4
chromosome	YDR121W	DPB4
chromosome_GO_30_1_mut	YDR121W	DPB4
chromosome_GO_30_2_all	YDR121W	DPB4
DNA binding_GO_15_3_mut	YDR121W	DPB4
DNA repair	YDR121W	DPB4
DNA repair_GO_15_1_all	YDR121W	DPB4
DNA repair_GO_15_3_mut	YDR121W	DPB4
DNA repair_GO_30_1_mut	YDR121W	DPB4
sig_Gsp1_GI	YDR121W	DPB4
sig_Gsp1_GI_15_6_mut	YDR121W	DPB4
sig_Gsp1_GI_15_9_all	YDR121W	DPB4
sig_Gsp1_GI_30_1_all	YDR121W	DPB4
sig_Gsp1_GI_30_2_mut	YDR121W	DPB4
whole_library	YDR121W	DPB4
whole_library	YDR122W	KIN1
whole_library	YDR125C	ECM18
budding	YDR126W	SWF1
cell cycle	YDR126W	SWF1
cytoskeleton and microtubules	YDR126W	SWF1
cytoskeleton organization	YDR126W	SWF1
cytoskeleton organization_GO_15_1_mut	YDR126W	SWF1
cytoskeleton organization_GO_30_1_mut	YDR126W	SWF1
endomembrane system	YDR126W	SWF1
lipids_GO_15_2_all	YDR126W	SWF1
whole_library	YDR126W	SWF1
sig_Gsp1_GI	YDR127W	ARO1
sig_Gsp1_GI_15_3_all	YDR127W	ARO1
sig_Gsp1_GI_30_2_all	YDR127W	ARO1
sig_Gsp1_GI_30_2_mut	YDR127W	ARO1
whole_library	YDR127W	ARO1
whole_library	YDR128W	MTC5
proteolysis involved in cellular protein catabolic process	YDR131C	YDR131C
proteolysis involved in cellular protein catabolic process_GO_15_2_mut	YDR131C	YDR131C
whole_library	YDR131C	YDR131C
whole_library_30_1_all	YDR131C	YDR131C
whole_library	YDR144C	MKC7
budding	YDR146C	SWI5
cell cycle	YDR146C	SWI5
cell cycle_GO_30_3_mut	YDR146C	SWI5
DNA binding_GO_15_3_mut	YDR146C	SWI5
mitotic cell cycle	YDR146C	SWI5
mitotic cell cycle_GO_30_1_mut	YDR146C	SWI5
organelle fission	YDR146C	SWI5
organelle fission_GO_30_1_mut	YDR146C	SWI5
sig_Gsp1_GI	YDR146C	SWI5
sig_Gsp1_GI_15_1_all	YDR146C	SWI5
sig_Gsp1_GI_30_2_mut	YDR146C	SWI5
sig_Gsp1_GI_30_3_all	YDR146C	SWI5
transcription	YDR146C	SWI5
transcription and mRNA processing	YDR146C	SWI5
transcription and mRNA processing_GO_30_2_mut	YDR146C	SWI5
transcription_GO_15_1_mut	YDR146C	SWI5
whole_library	YDR146C	SWI5
budding	YDR150W	NUM1
budding_GO_30_1_mut	YDR150W	NUM1
cytoskeleton and microtubules	YDR150W	NUM1
cytoskeleton and microtubules_GO_15_2_mut	YDR150W	NUM1
cytoskeleton and microtubules_GO_15_5_all	YDR150W	NUM1
cytoskeleton organization	YDR150W	NUM1
cytoskeleton organization_GO_15_1_mut	YDR150W	NUM1
cytoskeleton organization_GO_30_1_all	YDR150W	NUM1
cytoskeleton organization_GO_30_1_mut	YDR150W	NUM1
endomembrane system	YDR150W	NUM1
endomembrane system_GO_15_3_mut	YDR150W	NUM1
endomembrane system_GO_30_3_all	YDR150W	NUM1
organelle fission	YDR150W	NUM1
organelle fission_GO_30_1_mut	YDR150W	NUM1
sig_Gsp1_GI	YDR150W	NUM1
sig_Gsp1_GI_15_1_all	YDR150W	NUM1
sig_Gsp1_GI_15_3_mut	YDR150W	NUM1
sig_Gsp1_GI_30_1_mut	YDR150W	NUM1
sig_Gsp1_GI_30_3_all	YDR150W	NUM1
whole_library	YDR150W	NUM1
whole_library_15_22_mut	YDR150W	NUM1
whole_library_15_3_all	YDR150W	NUM1
whole_library_30_14_mut	YDR150W	NUM1
whole_library_30_9_all	YDR150W	NUM1
endomembrane system	YDR153C	ENT5
whole_library	YDR153C	ENT5
budding	YDR155C	CPR1
budding_GO_30_1_mut	YDR155C	CPR1
cell cycle	YDR155C	CPR1
cell cycle_GO_30_2_all	YDR155C	CPR1
chromatin	YDR155C	CPR1
chromatin organization	YDR155C	CPR1
chromatin organization_GO_15_1_mut	YDR155C	CPR1
chromatin organization_GO_30_1_mut	YDR155C	CPR1
chromatin_GO_30_3_mut	YDR155C	CPR1
chromosome	YDR155C	CPR1
chromosome_GO_15_2_mut	YDR155C	CPR1
chromosome_GO_30_1_mut	YDR155C	CPR1
histone modification	YDR155C	CPR1
histone modification_GO_15_1_mut	YDR155C	CPR1
organelle fission	YDR155C	CPR1
organelle fission_GO_30_1_mut	YDR155C	CPR1
regulation of cell cycle	YDR155C	CPR1
regulation of cell cycle_GO_30_1_mut	YDR155C	CPR1
transcription and mRNA processing	YDR155C	CPR1
transcription and mRNA processing_GO_30_2_all	YDR155C	CPR1
whole_library	YDR155C	CPR1
transcription	YDR156W	RPA14
transcription and mRNA processing	YDR156W	RPA14
transcription and mRNA processing_GO_15_1_all	YDR156W	RPA14
transcription and mRNA processing_GO_15_14_mut	YDR156W	RPA14
transcription and mRNA processing_GO_30_1_all	YDR156W	RPA14
transcription and mRNA processing_GO_30_2_mut	YDR156W	RPA14
transcription_GO_15_1_mut	YDR156W	RPA14
whole_library	YDR156W	RPA14
whole_library_15_22_mut	YDR156W	RPA14
whole_library_30_14_mut	YDR156W	RPA14
whole_library_30_5_all	YDR156W	RPA14
budding	YDR159W	SAC3
budding_GO_15_1_all	YDR159W	SAC3
budding_GO_30_1_mut	YDR159W	SAC3
cell cycle	YDR159W	SAC3
cell cycle_GO_15_3_all	YDR159W	SAC3
cell cycle_GO_15_9_mut	YDR159W	SAC3
cell cycle_GO_30_3_mut	YDR159W	SAC3
cellular response to DNA damage stimulus	YDR159W	SAC3
cellular response to DNA damage stimulus_GO_15_1_all	YDR159W	SAC3
cellular response to DNA damage stimulus_GO_15_3_mut	YDR159W	SAC3
cellular response to DNA damage stimulus_GO_30_1_mut	YDR159W	SAC3
cellular response to DNA damage stimulus_GO_30_3_all	YDR159W	SAC3
DNA repair	YDR159W	SAC3
DNA repair_GO_15_1_all	YDR159W	SAC3
DNA repair_GO_15_3_mut	YDR159W	SAC3
DNA repair_GO_30_1_mut	YDR159W	SAC3
endomembrane system	YDR159W	SAC3
endomembrane system_GO_15_3_mut	YDR159W	SAC3
endomembrane system_GO_15_8_all	YDR159W	SAC3
endomembrane system_GO_30_3_all	YDR159W	SAC3
mitotic cell cycle	YDR159W	SAC3
mitotic cell cycle_GO_15_1_all	YDR159W	SAC3
mitotic cell cycle_GO_30_1_mut	YDR159W	SAC3
mRNA processing	YDR159W	SAC3
nuclear transport	YDR159W	SAC3
nuclear transport and organization	YDR159W	SAC3
nuclear transport and organization_GO_15_1_mut	YDR159W	SAC3
nuclear transport and organization_GO_15_2_all	YDR159W	SAC3
nuclear transport and organization_GO_30_1_all	YDR159W	SAC3
nuclear transport_GO_15_1_mut	YDR159W	SAC3
nuclear transport_GO_15_2_all	YDR159W	SAC3
nucleobase-containing compound transport	YDR159W	SAC3
nucleobase-containing compound transport_GO_15_1_mut	YDR159W	SAC3
nucleobase-containing compound transport_GO_15_2_all	YDR159W	SAC3
organelle fission	YDR159W	SAC3
organelle fission_GO_15_3_mut	YDR159W	SAC3
organelle fission_GO_30_1_mut	YDR159W	SAC3
ribosomal small subunit biogenesis	YDR159W	SAC3
ribosomal small subunit biogenesis_GO_15_1_all	YDR159W	SAC3
ribosomes and translation	YDR159W	SAC3
ribosomes and translation_GO_15_2_mut	YDR159W	SAC3
ribosomes and translation_GO_30_1_all	YDR159W	SAC3
RNA catabolic process	YDR159W	SAC3
RNA processing	YDR159W	SAC3
RNA processing_GO_15_1_all	YDR159W	SAC3
sig_Gsp1_GI	YDR159W	SAC3
sig_Gsp1_GI_15_3_all	YDR159W	SAC3
sig_Gsp1_GI_15_4_mut	YDR159W	SAC3
sig_Gsp1_GI_30_1_mut	YDR159W	SAC3
sig_Gsp1_GI_30_2_all	YDR159W	SAC3
transcription and mRNA processing	YDR159W	SAC3
transcription and mRNA processing_GO_15_1_all	YDR159W	SAC3
transcription and mRNA processing_GO_15_14_mut	YDR159W	SAC3
transcription and mRNA processing_GO_30_1_all	YDR159W	SAC3
transcription and mRNA processing_GO_30_2_mut	YDR159W	SAC3
whole_library	YDR159W	SAC3
whole_library_15_14_mut	YDR159W	SAC3
whole_library_15_23_all	YDR159W	SAC3
whole_library_30_12_mut	YDR159W	SAC3
whole_library_30_3_all	YDR159W	SAC3
proteolysis involved in cellular protein catabolic process	YDR161W	YDR161W
proteolysis involved in cellular protein catabolic process_GO_15_2_mut	YDR161W	YDR161W
sig_Gsp1_GI	YDR161W	YDR161W
sig_Gsp1_GI_30_1_mut	YDR161W	YDR161W
sig_Gsp1_GI_30_4_all	YDR161W	YDR161W
whole_library	YDR161W	YDR161W
response to heat	YDR162C	NBP2
response to heat_GO_15_1_mut	YDR162C	NBP2
response to heat_GO_30_1_all	YDR162C	NBP2
whole_library	YDR162C	NBP2
mRNA processing	YDR163W	CWC15
RNA processing	YDR163W	CWC15
RNA processing_GO_15_1_all	YDR163W	CWC15
transcription and mRNA processing	YDR163W	CWC15
whole_library	YDR163W	CWC15
cytoskeleton and microtubules	YDR171W	HSP42
cytoskeleton and microtubules_GO_30_3_all	YDR171W	HSP42
cytoskeleton organization	YDR171W	HSP42
cytoskeleton organization_GO_15_1_mut	YDR171W	HSP42
cytoskeleton organization_GO_30_1_mut	YDR171W	HSP42
whole_library	YDR171W	HSP42
whole_library_30_12_mut	YDR171W	HSP42
transcription	YDR173C	ARG82
transcription and mRNA processing	YDR173C	ARG82
transcription and mRNA processing_GO_15_1_all	YDR173C	ARG82
transcription and mRNA processing_GO_30_1_all	YDR173C	ARG82
transcription from RNA polymerase II promoter	YDR173C	ARG82
transcription from RNA polymerase II promoter_GO_30_1_all	YDR173C	ARG82
whole_library	YDR173C	ARG82
chromosome	YDR174W	HMO1
chromosome_GO_15_2_mut	YDR174W	HMO1
chromosome_GO_30_1_mut	YDR174W	HMO1
DNA binding_GO_15_3_mut	YDR174W	HMO1
sig_Gsp1_GI	YDR174W	HMO1
sig_Gsp1_GI_15_5_all	YDR174W	HMO1
sig_Gsp1_GI_15_6_mut	YDR174W	HMO1
sig_Gsp1_GI_30_2_mut	YDR174W	HMO1
sig_Gsp1_GI_30_4_all	YDR174W	HMO1
transcription	YDR174W	HMO1
transcription and mRNA processing	YDR174W	HMO1
transcription and mRNA processing_GO_15_1_all	YDR174W	HMO1
transcription and mRNA processing_GO_15_14_mut	YDR174W	HMO1
transcription and mRNA processing_GO_30_1_all	YDR174W	HMO1
transcription and mRNA processing_GO_30_2_mut	YDR174W	HMO1
transcription from RNA polymerase II promoter	YDR174W	HMO1
transcription from RNA polymerase II promoter_GO_30_1_all	YDR174W	HMO1
transcription from RNA polymerase II promoter_GO_30_1_mut	YDR174W	HMO1
transcription_GO_15_1_mut	YDR174W	HMO1
whole_library	YDR174W	HMO1
whole_library_30_5_all	YDR174W	HMO1
chromatin	YDR176W	NGG1
chromatin organization	YDR176W	NGG1
chromatin_GO_15_3_mut	YDR176W	NGG1
chromatin_GO_30_2_all	YDR176W	NGG1
histone modification	YDR176W	NGG1
histone modification_GO_15_1_all	YDR176W	NGG1
histone modification_GO_30_1_all	YDR176W	NGG1
sig_Gsp1_GI	YDR176W	NGG1
sig_Gsp1_GI_15_1_mut	YDR176W	NGG1
sig_Gsp1_GI_30_3_mut	YDR176W	NGG1
whole_library	YDR176W	NGG1
chromatin	YDR181C	SAS4
chromatin organization	YDR181C	SAS4
chromosome	YDR181C	SAS4
whole_library	YDR181C	SAS4
transcription	YDR183W	PLP1
transcription and mRNA processing	YDR183W	PLP1
transcription from RNA polymerase II promoter	YDR183W	PLP1
transcription from RNA polymerase II promoter_GO_15_3_mut	YDR183W	PLP1
transcription from RNA polymerase II promoter_GO_30_1_all	YDR183W	PLP1
transcription from RNA polymerase II promoter_GO_30_1_mut	YDR183W	PLP1
whole_library	YDR183W	PLP1
whole_library_15_3_all	YDR183W	PLP1
whole_library_30_9_all	YDR183W	PLP1
chromatin	YDR191W	HST4
chromatin organization	YDR191W	HST4
histone modification	YDR191W	HST4
lipids_GO_15_2_all	YDR191W	HST4
whole_library	YDR191W	HST4
whole_library_30_1_all	YDR191W	HST4
endomembrane system	YDR192C	NUP42
endomembrane system_GO_15_3_mut	YDR192C	NUP42
endomembrane system_GO_15_8_all	YDR192C	NUP42
endomembrane system_GO_30_3_all	YDR192C	NUP42
nuclear transport	YDR192C	NUP42
nuclear transport and organization	YDR192C	NUP42
nuclear transport and organization_GO_15_1_mut	YDR192C	NUP42
nuclear transport and organization_GO_15_3_all	YDR192C	NUP42
nuclear transport and organization_GO_30_1_all	YDR192C	NUP42
nuclear transport_GO_15_1_all	YDR192C	NUP42
nuclear transport_GO_15_1_mut	YDR192C	NUP42
nucleobase-containing compound transport	YDR192C	NUP42
nucleobase-containing compound transport_GO_15_1_mut	YDR192C	NUP42
nucleobase-containing compound transport_GO_15_2_all	YDR192C	NUP42
protein targeting	YDR192C	NUP42
protein targeting_GO_15_2_mut	YDR192C	NUP42
protein targeting_GO_15_3_all	YDR192C	NUP42
protein targeting_GO_30_1_all	YDR192C	NUP42
protein targeting_GO_30_1_mut	YDR192C	NUP42
response to heat	YDR192C	NUP42
response to heat_GO_15_1_all	YDR192C	NUP42
response to heat_GO_15_1_mut	YDR192C	NUP42
response to heat_GO_30_1_all	YDR192C	NUP42
sig_Gsp1_GI	YDR192C	NUP42
sig_Gsp1_GI_15_9_all	YDR192C	NUP42
sig_Gsp1_GI_15_9_mut	YDR192C	NUP42
sig_Gsp1_GI_30_1_all	YDR192C	NUP42
sig_Gsp1_GI_30_1_mut	YDR192C	NUP42
whole_library	YDR192C	NUP42
whole_library_15_24_mut	YDR192C	NUP42
whole_library_15_36_all	YDR192C	NUP42
whole_library_30_14_mut	YDR192C	NUP42
whole_library_30_5_all	YDR192C	NUP42
whole_library	YDR202C	RAV2
budding	YDR207C	UME6
budding_GO_30_1_mut	YDR207C	UME6
cell cycle	YDR207C	UME6
cell cycle_GO_15_9_mut	YDR207C	UME6
cell cycle_GO_30_3_mut	YDR207C	UME6
chromatin	YDR207C	UME6
chromatin organization	YDR207C	UME6
chromatin organization_GO_15_1_mut	YDR207C	UME6
chromatin organization_GO_30_1_mut	YDR207C	UME6
chromatin_GO_15_7_mut	YDR207C	UME6
chromatin_GO_30_3_mut	YDR207C	UME6
chromosome	YDR207C	UME6
chromosome_GO_15_2_mut	YDR207C	UME6
chromosome_GO_30_1_mut	YDR207C	UME6
chromosome_GO_30_2_all	YDR207C	UME6
DNA binding_GO_15_3_mut	YDR207C	UME6
organelle fission	YDR207C	UME6
organelle fission_GO_15_3_mut	YDR207C	UME6
organelle fission_GO_30_1_mut	YDR207C	UME6
regulation of cell cycle	YDR207C	UME6
regulation of cell cycle_GO_15_2_mut	YDR207C	UME6
regulation of cell cycle_GO_30_1_all	YDR207C	UME6
regulation of cell cycle_GO_30_1_mut	YDR207C	UME6
regulation of organelle organization_GO_15_1_all	YDR207C	UME6
transcription	YDR207C	UME6
transcription and mRNA processing	YDR207C	UME6
transcription and mRNA processing_GO_15_14_mut	YDR207C	UME6
transcription and mRNA processing_GO_30_2_mut	YDR207C	UME6
transcription from RNA polymerase II promoter	YDR207C	UME6
transcription from RNA polymerase II promoter_GO_15_3_mut	YDR207C	UME6
transcription from RNA polymerase II promoter_GO_30_1_mut	YDR207C	UME6
transcription_GO_15_1_mut	YDR207C	UME6
whole_library	YDR207C	UME6
whole_library_15_14_mut	YDR207C	UME6
whole_library_30_12_mut	YDR207C	UME6
cell cycle	YDR217C	RAD9
cellular response to DNA damage stimulus	YDR217C	RAD9
cellular response to DNA damage stimulus_GO_30_1_mut	YDR217C	RAD9
chromatin	YDR217C	RAD9
chromatin_GO_15_7_mut	YDR217C	RAD9
chromatin_GO_30_3_mut	YDR217C	RAD9
chromosome	YDR217C	RAD9
chromosome_GO_15_2_mut	YDR217C	RAD9
chromosome_GO_30_1_mut	YDR217C	RAD9
DNA repair	YDR217C	RAD9
DNA repair_GO_15_1_all	YDR217C	RAD9
DNA repair_GO_30_1_mut	YDR217C	RAD9
mitotic cell cycle	YDR217C	RAD9
regulation of cell cycle	YDR217C	RAD9
regulation of cell cycle_GO_15_2_mut	YDR217C	RAD9
regulation of cell cycle_GO_30_1_mut	YDR217C	RAD9
transcription	YDR217C	RAD9
transcription and mRNA processing	YDR217C	RAD9
transcription from RNA polymerase II promoter	YDR217C	RAD9
transcription from RNA polymerase II promoter_GO_15_3_mut	YDR217C	RAD9
transcription from RNA polymerase II promoter_GO_30_1_all	YDR217C	RAD9
transcription from RNA polymerase II promoter_GO_30_1_mut	YDR217C	RAD9
whole_library	YDR217C	RAD9
proteolysis involved in cellular protein catabolic process	YDR219C	MFB1
whole_library	YDR219C	MFB1
endomembrane system	YDR221W	GTB1
whole_library	YDR221W	GTB1
whole_library_30_5_all	YDR221W	GTB1
cellular response to DNA damage stimulus	YDR225W	HTA1
chromatin	YDR225W	HTA1
chromatin organization	YDR225W	HTA1
chromatin_GO_15_3_mut	YDR225W	HTA1
chromosome	YDR225W	HTA1
chromosome_GO_30_1_mut	YDR225W	HTA1
chromosome_GO_30_2_all	YDR225W	HTA1
DNA repair	YDR225W	HTA1
DNA repair_GO_15_1_all	YDR225W	HTA1
transcription	YDR225W	HTA1
transcription and mRNA processing	YDR225W	HTA1
transcription and mRNA processing_GO_15_1_all	YDR225W	HTA1
transcription and mRNA processing_GO_30_1_all	YDR225W	HTA1
transcription from RNA polymerase II promoter	YDR225W	HTA1
transcription from RNA polymerase II promoter_GO_30_1_all	YDR225W	HTA1
whole_library	YDR225W	HTA1
endomembrane system	YDR233C	RTN1
nuclear transport and organization	YDR233C	RTN1
nucleus organization	YDR233C	RTN1
nucleus organization_GO_15_1_all	YDR233C	RTN1
nucleus organization_GO_15_1_mut	YDR233C	RTN1
whole_library	YDR233C	RTN1
protein targeting	YDR244W	PEX5
whole_library	YDR244W	PEX5
cell cycle	YDR245W	MNN10
cytoskeleton and microtubules	YDR245W	MNN10
endomembrane system	YDR245W	MNN10
mitotic cell cycle	YDR245W	MNN10
mitotic cell cycle_GO_15_2_all	YDR245W	MNN10
whole_library	YDR245W	MNN10
budding	YDR254W	CHL4
cell cycle	YDR254W	CHL4
cell cycle_GO_30_2_all	YDR254W	CHL4
chromatin	YDR254W	CHL4
