cluster	ORF	gene_name
ER	YDL093W	PMT5
Golgi and ER	YDL093W	PMT5
protein glycosylation	YDL093W	PMT5
transferase activity	YDL093W	PMT5
transferase activity, transferring glycosyl groups	YDL093W	PMT5
endomembrane system	YDL095W	PMT1
endoplasmic reticulum	YDL095W	PMT1
ER	YDL095W	PMT1
Golgi and ER	YDL095W	PMT1
protein glycosylation	YDL095W	PMT1
proteolysis involved in cellular protein catabolic process	YDL095W	PMT1
transferase activity	YDL095W	PMT1
transferase activity, transferring glycosyl groups	YDL095W	PMT1
Golgi	YDL099W	BUG1
Golgi and ER	YDL099W	BUG1
Golgi vesicle transport	YDL099W	BUG1
conjugation	YDL100C	GET3
endomembrane system	YDL100C	GET3
endoplasmic reticulum	YDL100C	GET3
ER	YDL100C	GET3
Golgi	YDL100C	GET3
Golgi and ER	YDL100C	GET3
Golgi vesicle transport	YDL100C	GET3
guanyl-nucleotide exchange factor activity	YDL100C	GET3
hydrolase activity	YDL100C	GET3
protein folding	YDL100C	GET3
protein targeting	YDL100C	GET3
response to heat	YDL100C	GET3
sig_Gsp1_GI	YDL100C	GET3
unfolded protein binding	YDL100C	GET3
nuclear transport	YDL115C	IWR1
nuclear transport and organization	YDL115C	IWR1
protein targeting	YDL115C	IWR1
budding	YDL117W	CYK3
cell cortex	YDL117W	CYK3
cell cycle	YDL117W	CYK3
cellular bud	YDL117W	CYK3
cytokinesis	YDL117W	CYK3
cytoskeleton	YDL117W	CYK3
cytoskeleton and microtubules	YDL117W	CYK3
enzyme regulator activity	YDL117W	CYK3
mitotic cell cycle	YDL117W	CYK3
site of polarized growth	YDL117W	CYK3
endomembrane system	YDL122W	UBP1
endoplasmic reticulum	YDL122W	UBP1
ER	YDL122W	UBP1
Golgi and ER	YDL122W	UBP1
hydrolase activity	YDL122W	UBP1
peptidase activity	YDL122W	UBP1
protein modification by small protein conjugation or removal	YDL122W	UBP1
hydrolase activity	YDL125C	HNT1
metabolic	YDL125C	HNT1
nucleobase-containing small molecule metabolic process	YDL125C	HNT1
cytoplasmic translation	YDL130W	RPP1B
enzyme regulator activity	YDL130W	RPP1B
protein phosphorylation	YDL130W	RPP1B
regulation of protein modification process	YDL130W	RPP1B
ribosome	YDL130W	RPP1B
ribosomes and translation	YDL130W	RPP1B
sig_Gsp1_GI	YDL130W	RPP1B
structural constituent of ribosome	YDL130W	RPP1B
vacuole	YDL130W	RPP1B
vacuoles	YDL130W	RPP1B
cytoplasmic translation	YDL133C-A	RPL41B
ribosome	YDL133C-A	RPL41B
ribosomes and translation	YDL133C-A	RPL41B
structural constituent of ribosome	YDL133C-A	RPL41B
budding	YDL134C	PPH21
cell budding	YDL134C	PPH21
cell cycle	YDL134C	PPH21
chromatin	YDL134C	PPH21
chromosome segregation	YDL134C	PPH21
cytoskeleton and microtubules	YDL134C	PPH21
cytoskeleton organization	YDL134C	PPH21
hydrolase activity	YDL134C	PPH21
mitotic cell cycle	YDL134C	PPH21
organelle fission	YDL134C	PPH21
phosphatase activity	YDL134C	PPH21
protein dephosphorylation	YDL134C	PPH21
regulation of cell cycle	YDL134C	PPH21
regulation of organelle organization	YDL134C	PPH21
regulation of translation	YDL134C	PPH21
ribosomes and translation	YDL134C	PPH21
budding	YDL135C	RDI1
cellular bud	YDL135C	RDI1
cytoskeleton and microtubules	YDL135C	RDI1
cytoskeleton organization	YDL135C	RDI1
enzyme regulator activity	YDL135C	RDI1
membrane fusion	YDL135C	RDI1
organelle fusion	YDL135C	RDI1
plasma membrane	YDL135C	RDI1
regulation of organelle organization	YDL135C	RDI1
site of polarized growth	YDL135C	RDI1
vacuole organization	YDL135C	RDI1
vacuoles	YDL135C	RDI1
cytoplasmic translation	YDL136W	RPL35B
ribosomal large subunit biogenesis	YDL136W	RPL35B
ribosome	YDL136W	RPL35B
ribosomes and translation	YDL136W	RPL35B
rRNA processing	YDL136W	RPL35B
structural constituent of ribosome	YDL136W	RPL35B
transcription and mRNA processing	YDL136W	RPL35B
cellular ion homeostasis	YDL142C	CRD1
lipid metabolic process	YDL142C	CRD1
lipids	YDL142C	CRD1
metabolic	YDL142C	CRD1
mitochondria	YDL142C	CRD1
mitochondrion	YDL142C	CRD1
mitochondrion organization	YDL142C	CRD1
protein targeting	YDL142C	CRD1
transferase activity	YDL142C	CRD1
budding	YDL155W	CLB3
cell cycle	YDL155W	CLB3
cytoskeleton and microtubules	YDL155W	CLB3
cytoskeleton organization	YDL155W	CLB3
enzyme regulator activity	YDL155W	CLB3
mitotic cell cycle	YDL155W	CLB3
organelle assembly	YDL155W	CLB3
organelle fission	YDL155W	CLB3
protein phosphorylation	YDL155W	CLB3
regulation of cell cycle	YDL155W	CLB3
regulation of organelle organization	YDL155W	CLB3
regulation of protein modification process	YDL155W	CLB3
cellular amino acid metabolic process	YDL170W	UGA3
DNA binding	YDL170W	UGA3
metabolic	YDL170W	UGA3
monocarboxylic acid metabolic process	YDL170W	UGA3
nucleic acid binding transcription factor activity	YDL170W	UGA3
transcription	YDL170W	UGA3
transcription and mRNA processing	YDL170W	UGA3
transcription factor activity, protein binding	YDL170W	UGA3
transcription from RNA polymerase II promoter	YDL170W	UGA3
helicase activity	YDL175C	AIR2
hydrolase activity	YDL175C	AIR2
nucleolus	YDL175C	AIR2
nucleotidyltransferase activity	YDL175C	AIR2
protein binding, bridging	YDL175C	AIR2
ribosomes and translation	YDL175C	AIR2
RNA binding	YDL175C	AIR2
RNA catabolic process	YDL175C	AIR2
RNA modification	YDL175C	AIR2
transcription and mRNA processing	YDL175C	AIR2
transferase activity	YDL175C	AIR2
tRNA processing	YDL175C	AIR2
cellular ion homeostasis	YDL185W	VMA1
hydrolase activity	YDL185W	VMA1
mRNA binding	YDL185W	VMA1
RNA binding	YDL185W	VMA1
transcription and mRNA processing	YDL185W	VMA1
transmembrane transporter activity	YDL185W	VMA1
vacuole	YDL185W	VMA1
vacuoles	YDL185W	VMA1
budding	YDL188C	PPH22
cell budding	YDL188C	PPH22
cell cycle	YDL188C	PPH22
chromatin	YDL188C	PPH22
chromosome	YDL188C	PPH22
chromosome segregation	YDL188C	PPH22
cytoskeleton and microtubules	YDL188C	PPH22
cytoskeleton organization	YDL188C	PPH22
hydrolase activity	YDL188C	PPH22
mitotic cell cycle	YDL188C	PPH22
organelle fission	YDL188C	PPH22
phosphatase activity	YDL188C	PPH22
protein dephosphorylation	YDL188C	PPH22
regulation of cell cycle	YDL188C	PPH22
regulation of organelle organization	YDL188C	PPH22
regulation of translation	YDL188C	PPH22
ribosomes and translation	YDL188C	PPH22
protein modification by small protein conjugation or removal	YDL190C	UFD2
proteolysis involved in cellular protein catabolic process	YDL190C	UFD2
regulation of protein modification process	YDL190C	UFD2
transferase activity	YDL190C	UFD2
cytoplasmic translation	YDL191W	RPL35A
ribosomal large subunit biogenesis	YDL191W	RPL35A
ribosome	YDL191W	RPL35A
ribosomes and translation	YDL191W	RPL35A
rRNA processing	YDL191W	RPL35A
structural constituent of ribosome	YDL191W	RPL35A
transcription and mRNA processing	YDL191W	RPL35A
endomembrane system	YDL192W	ARF1
Golgi	YDL192W	ARF1
Golgi and ER	YDL192W	ARF1
Golgi apparatus	YDL192W	ARF1
Golgi vesicle transport	YDL192W	ARF1
GTPase activity	YDL192W	ARF1
hydrolase activity	YDL192W	ARF1
budding	YDL194W	SNF3
carbohydrate transport	YDL194W	SNF3
cell cycle	YDL194W	SNF3
meiotic cell cycle	YDL194W	SNF3
organelle fission	YDL194W	SNF3
plasma membrane	YDL194W	SNF3
regulation of cell cycle	YDL194W	SNF3
regulation of organelle organization	YDL194W	SNF3
cell wall organization or biogenesis	YDL203C	ACK1
mitochondria	YDL203C	ACK1
mitochondrion	YDL203C	ACK1
cell cortex	YDL204W	RTN2
endomembrane system	YDL204W	RTN2
endoplasmic reticulum	YDL204W	RTN2
ER	YDL204W	RTN2
Golgi and ER	YDL204W	RTN2
organelle inheritance	YDL204W	RTN2
peroxisome organization	YDL204W	RTN2
peroxisomes	YDL204W	RTN2
nucleolus	YDL213C	NOP6
ribosomal small subunit biogenesis	YDL213C	NOP6
ribosomes and translation	YDL213C	NOP6
RNA binding	YDL213C	NOP6
rRNA binding	YDL213C	NOP6
cell morphogenesis	YDL223C	HBT1
conjugation	YDL223C	HBT1
plasma membrane	YDL223C	HBT1
regulation of translation	YDL224C	WHI4
ribosomes and translation	YDL224C	WHI4
RNA binding	YDL224C	WHI4
cytoplasmic vesicle	YDL226C	GCS1
cytoskeletal protein binding	YDL226C	GCS1
cytoskeleton	YDL226C	GCS1
cytoskeleton and microtubules	YDL226C	GCS1
cytoskeleton organization	YDL226C	GCS1
endomembrane system	YDL226C	GCS1
enzyme regulator activity	YDL226C	GCS1
Golgi	YDL226C	GCS1
Golgi and ER	YDL226C	GCS1
Golgi apparatus	YDL226C	GCS1
Golgi vesicle transport	YDL226C	GCS1
hydrolase activity	YDL230W	PTP1
invasive growth in response to glucose limitation	YDL230W	PTP1
mitochondria	YDL230W	PTP1
mitochondrion	YDL230W	PTP1
phosphatase activity	YDL230W	PTP1
protein dephosphorylation	YDL230W	PTP1
pseudohyphal growth	YDL230W	PTP1
endomembrane system	YDL232W	OST4
endoplasmic reticulum	YDL232W	OST4
ER	YDL232W	OST4
Golgi and ER	YDL232W	OST4
mitochondria	YDL232W	OST4
mitochondrion	YDL232W	OST4
protein binding, bridging	YDL232W	OST4
protein glycosylation	YDL232W	OST4
transferase activity	YDL232W	OST4
transferase activity, transferring glycosyl groups	YDL232W	OST4
oxidoreductase activity	YDL243C	AAD4
budding	YDR004W	RAD57
cell cycle	YDR004W	RAD57
cellular response to DNA damage stimulus	YDR004W	RAD57
chromatin	YDR004W	RAD57
DNA recombination	YDR004W	RAD57
DNA repair	YDR004W	RAD57
hydrolase activity	YDR004W	RAD57
meiotic cell cycle	YDR004W	RAD57
organelle fission	YDR004W	RAD57
telomere organization	YDR004W	RAD57
chromatin	YDR005C	MAF1
chromatin organization	YDR005C	MAF1
enzyme binding	YDR005C	MAF1
nucleolus	YDR005C	MAF1
transcription	YDR005C	MAF1
transcription and mRNA processing	YDR005C	MAF1
transcription from RNA polymerase II promoter	YDR005C	MAF1
transcription from RNA polymerase III promoter	YDR005C	MAF1
carbohydrate metabolic process	YDR009W	GAL3
metabolic	YDR009W	GAL3
transcription	YDR009W	GAL3
transcription and mRNA processing	YDR009W	GAL3
transcription from RNA polymerase II promoter	YDR009W	GAL3
budding	YDR014W	RAD61
cell cycle	YDR014W	RAD61
chromatin	YDR014W	RAD61
chromosome	YDR014W	RAD61
chromosome segregation	YDR014W	RAD61
cytoskeleton and microtubules	YDR014W	RAD61
mitotic cell cycle	YDR014W	RAD61
organelle fission	YDR014W	RAD61
regulation of cell cycle	YDR014W	RAD61
regulation of organelle organization	YDR014W	RAD61
cytoplasmic translation	YDR025W	RPS11A
organelle assembly	YDR025W	RPS11A
ribosomal small subunit biogenesis	YDR025W	RPS11A
ribosome	YDR025W	RPS11A
ribosome assembly	YDR025W	RPS11A
ribosomes and translation	YDR025W	RPS11A
rRNA processing	YDR025W	RPS11A
sig_Gsp1_GI	YDR025W	RPS11A
structural constituent of ribosome	YDR025W	RPS11A
transcription and mRNA processing	YDR025W	RPS11A
endomembrane system	YDR049W	VMS1
endoplasmic reticulum	YDR049W	VMS1
ER	YDR049W	VMS1
Golgi and ER	YDR049W	VMS1
hydrolase activity	YDR049W	VMS1
mitochondria	YDR049W	VMS1
mitochondrial envelope	YDR049W	VMS1
mitochondrion	YDR049W	VMS1
peptidase activity	YDR049W	VMS1
proteolysis involved in cellular protein catabolic process	YDR049W	VMS1
endomembrane system	YDR057W	YOS9
endoplasmic reticulum	YDR057W	YOS9
ER	YDR057W	YOS9
Golgi and ER	YDR057W	YOS9
proteolysis involved in cellular protein catabolic process	YDR057W	YOS9
protein modification by small protein conjugation or removal	YDR059C	UBC5
response to heat	YDR059C	UBC5
transferase activity	YDR059C	UBC5
mitochondria	YDR061W	YDR061W
mitochondrion	YDR061W	YDR061W
cytoplasmic vesicle	YDR069C	DOA4
DNA replication	YDR069C	DOA4
endocytosis	YDR069C	DOA4
endomembrane system	YDR069C	DOA4
Golgi and ER	YDR069C	DOA4
hydrolase activity	YDR069C	DOA4
ion transport	YDR069C	DOA4
metabolic	YDR069C	DOA4
mitochondria	YDR069C	DOA4
mitochondrion	YDR069C	DOA4
nucleobase-containing compound transport	YDR069C	DOA4
peptidase activity	YDR069C	DOA4
proteolysis involved in cellular protein catabolic process	YDR069C	DOA4
regulation of DNA metabolic process	YDR069C	DOA4
sig_Gsp1_GI	YDR069C	DOA4
vesicle organization	YDR069C	DOA4
lipid metabolic process	YDR072C	IPT1
lipids	YDR072C	IPT1
metabolic	YDR072C	IPT1
sig_Gsp1_GI	YDR072C	IPT1
transferase activity	YDR072C	IPT1
hydrolase activity	YDR073W	SNF11
transcription	YDR073W	SNF11
transcription and mRNA processing	YDR073W	SNF11
transcription from RNA polymerase II promoter	YDR073W	SNF11
carbohydrate metabolic process	YDR074W	TPS2
hydrolase activity	YDR074W	TPS2
metabolic	YDR074W	TPS2
mitochondria	YDR074W	TPS2
mitochondrion	YDR074W	TPS2
oligosaccharide metabolic process	YDR074W	TPS2
phosphatase activity	YDR074W	TPS2
response to heat	YDR074W	TPS2
budding	YDR075W	PPH3
cell cycle	YDR075W	PPH3
cellular response to DNA damage stimulus	YDR075W	PPH3
chromosome	YDR075W	PPH3
DNA recombination	YDR075W	PPH3
DNA repair	YDR075W	PPH3
hydrolase activity	YDR075W	PPH3
meiotic cell cycle	YDR075W	PPH3
metabolic	YDR075W	PPH3
organelle fission	YDR075W	PPH3
phosphatase activity	YDR075W	PPH3
protein dephosphorylation	YDR075W	PPH3
regulation of cell cycle	YDR075W	PPH3
regulation of DNA metabolic process	YDR075W	PPH3
regulation of organelle organization	YDR075W	PPH3
budding	YDR076W	RAD55
cell cycle	YDR076W	RAD55
cellular response to DNA damage stimulus	YDR076W	RAD55
DNA recombination	YDR076W	RAD55
DNA repair	YDR076W	RAD55
hydrolase activity	YDR076W	RAD55
meiotic cell cycle	YDR076W	RAD55
organelle fission	YDR076W	RAD55
cytoplasmic vesicle	YDR080W	VPS41
endomembrane system	YDR080W	VPS41
enzyme binding	YDR080W	VPS41
Golgi and ER	YDR080W	VPS41
lipid binding	YDR080W	VPS41
lipids	YDR080W	VPS41
membrane fusion	YDR080W	VPS41
organelle fusion	YDR080W	VPS41
protein maturation	YDR080W	VPS41
protein targeting	YDR080W	VPS41
regulation of organelle organization	YDR080W	VPS41
regulation of transport	YDR080W	VPS41
vacuole	YDR080W	VPS41
vacuole organization	YDR080W	VPS41
vacuoles	YDR080W	VPS41
vesicle organization	YDR080W	VPS41
methyltransferase activity	YDR083W	RRP8
nucleolus	YDR083W	RRP8
ribosomal large subunit biogenesis	YDR083W	RRP8
ribosomes and translation	YDR083W	RRP8
RNA modification	YDR083W	RRP8
rRNA processing	YDR083W	RRP8
transcription and mRNA processing	YDR083W	RRP8
transferase activity	YDR083W	RRP8
cellular response to DNA damage stimulus	YDR092W	UBC13
DNA repair	YDR092W	UBC13
protein modification by small protein conjugation or removal	YDR092W	UBC13
transferase activity	YDR092W	UBC13
chromatin	YDR096W	GIS1
chromatin organization	YDR096W	GIS1
DNA binding	YDR096W	GIS1
histone modification	YDR096W	GIS1
lipid metabolic process	YDR096W	GIS1
lipids	YDR096W	GIS1
metabolic	YDR096W	GIS1
mitochondria	YDR096W	GIS1
mitochondrion	YDR096W	GIS1
nucleic acid binding transcription factor activity	YDR096W	GIS1
oxidoreductase activity	YDR096W	GIS1
response to starvation	YDR096W	GIS1
transcription	YDR096W	GIS1
transcription and mRNA processing	YDR096W	GIS1
transcription from RNA polymerase II promoter	YDR096W	GIS1
budding	YDR097C	MSH6
cell cycle	YDR097C	MSH6
cellular response to DNA damage stimulus	YDR097C	MSH6
DNA binding	YDR097C	MSH6
DNA repair	YDR097C	MSH6
DNA replication	YDR097C	MSH6
hydrolase activity	YDR097C	MSH6
meiotic cell cycle	YDR097C	MSH6
metabolic	YDR097C	MSH6
organelle fission	YDR097C	MSH6
regulation of DNA metabolic process	YDR097C	MSH6
budding	YDR099W	BMH2
carbohydrate metabolic process	YDR099W	BMH2
cell cycle	YDR099W	BMH2
cell wall organization or biogenesis	YDR099W	BMH2
cellular response to DNA damage stimulus	YDR099W	BMH2
DNA binding	YDR099W	BMH2
DNA replication	YDR099W	BMH2
generation of precursor metabolites and energy	YDR099W	BMH2
meiotic cell cycle	YDR099W	BMH2
metabolic	YDR099W	BMH2
mitotic cell cycle	YDR099W	BMH2
plasma membrane	YDR099W	BMH2
protein modification by small protein conjugation or removal	YDR099W	BMH2
pseudohyphal growth	YDR099W	BMH2
regulation of cell cycle	YDR099W	BMH2
regulation of protein modification process	YDR099W	BMH2
sporulation	YDR099W	BMH2
nuclear transport	YDR101C	ARX1
nuclear transport and organization	YDR101C	ARX1
nucleolus	YDR101C	ARX1
ribosomal subunit export from nucleus	YDR101C	ARX1
ribosome	YDR101C	ARX1
ribosomes and translation	YDR101C	ARX1
sig_Gsp1_GI	YDR101C	ARX1
budding	YDR108W	TRS85
cell cycle	YDR108W	TRS85
cytoplasmic vesicle	YDR108W	TRS85
endomembrane system	YDR108W	TRS85
Golgi	YDR108W	TRS85
Golgi and ER	YDR108W	TRS85
Golgi apparatus	YDR108W	TRS85
Golgi vesicle transport	YDR108W	TRS85
meiotic cell cycle	YDR108W	TRS85
organelle assembly	YDR108W	TRS85
organelle fission	YDR108W	TRS85
protein targeting	YDR108W	TRS85
sig_Gsp1_GI	YDR108W	TRS85
vacuole organization	YDR108W	TRS85
vacuoles	YDR108W	TRS85
vesicle organization	YDR108W	TRS85
endomembrane system	YDR120C	TRM1
methyltransferase activity	YDR120C	TRM1
mitochondria	YDR120C	TRM1
mitochondrion	YDR120C	TRM1
ribosomes and translation	YDR120C	TRM1
RNA modification	YDR120C	TRM1
transcription and mRNA processing	YDR120C	TRM1
transferase activity	YDR120C	TRM1
tRNA processing	YDR120C	TRM1
cellular response to DNA damage stimulus	YDR121W	DPB4
chromatin	YDR121W	DPB4
chromatin binding	YDR121W	DPB4
chromatin organization	YDR121W	DPB4
chromosome	YDR121W	DPB4
DNA binding	YDR121W	DPB4
DNA repair	YDR121W	DPB4
DNA replication	YDR121W	DPB4
nucleotidyltransferase activity	YDR121W	DPB4
sig_Gsp1_GI	YDR121W	DPB4
transferase activity	YDR121W	DPB4
exocytosis	YDR122W	KIN1
kinase activity	YDR122W	KIN1
plasma membrane	YDR122W	KIN1
protein phosphorylation	YDR122W	KIN1
transferase activity	YDR122W	KIN1
mitochondria	YDR125C	ECM18
mitochondrion	YDR125C	ECM18
budding	YDR126W	SWF1
cell cortex	YDR126W	SWF1
cell cycle	YDR126W	SWF1
cell wall organization or biogenesis	YDR126W	SWF1
cytoskeleton	YDR126W	SWF1
cytoskeleton and microtubules	YDR126W	SWF1
cytoskeleton organization	YDR126W	SWF1
endomembrane system	YDR126W	SWF1
endoplasmic reticulum	YDR126W	SWF1
ER	YDR126W	SWF1
exocytosis	YDR126W	SWF1
Golgi and ER	YDR126W	SWF1
lipids	YDR126W	SWF1
meiotic cell cycle	YDR126W	SWF1
membrane fusion	YDR126W	SWF1
organelle fusion	YDR126W	SWF1
protein acylation	YDR126W	SWF1
protein lipidation	YDR126W	SWF1
regulation of transport	YDR126W	SWF1
sporulation	YDR126W	SWF1
transferase activity	YDR126W	SWF1
vacuole organization	YDR126W	SWF1
vacuoles	YDR126W	SWF1
kinase activity	YDR127W	ARO1
lyase activity	YDR127W	ARO1
oxidoreductase activity	YDR127W	ARO1
sig_Gsp1_GI	YDR127W	ARO1
transferase activity	YDR127W	ARO1
vacuole	YDR128W	MTC5
vacuoles	YDR128W	MTC5
protein binding, bridging	YDR131C	YDR131C
proteolysis involved in cellular protein catabolic process	YDR131C	YDR131C
transferase activity	YDR131C	YDR131C
cell wall	YDR144C	MKC7
cell wall organization or biogenesis	YDR144C	MKC7
hydrolase activity	YDR144C	MKC7
peptidase activity	YDR144C	MKC7
vacuole	YDR144C	MKC7
vacuoles	YDR144C	MKC7
budding	YDR146C	SWI5
cell cycle	YDR146C	SWI5
DNA binding	YDR146C	SWI5
mitotic cell cycle	YDR146C	SWI5
nucleic acid binding transcription factor activity	YDR146C	SWI5
organelle fission	YDR146C	SWI5
sig_Gsp1_GI	YDR146C	SWI5
transcription	YDR146C	SWI5
transcription and mRNA processing	YDR146C	SWI5
transcription factor activity, protein binding	YDR146C	SWI5
budding	YDR150W	NUM1
cell cortex	YDR150W	NUM1
cellular bud	YDR150W	NUM1
cytoskeletal protein binding	YDR150W	NUM1
cytoskeleton and microtubules	YDR150W	NUM1
cytoskeleton organization	YDR150W	NUM1
endomembrane system	YDR150W	NUM1
endoplasmic reticulum	YDR150W	NUM1
ER	YDR150W	NUM1
Golgi and ER	YDR150W	NUM1
mitochondria	YDR150W	NUM1
mitochondrion	YDR150W	NUM1
mitochondrion organization	YDR150W	NUM1
organelle fission	YDR150W	NUM1
organelle inheritance	YDR150W	NUM1
sig_Gsp1_GI	YDR150W	NUM1
site of polarized growth	YDR150W	NUM1
cytoplasmic vesicle	YDR153C	ENT5
endomembrane system	YDR153C	ENT5
endosomal transport	YDR153C	ENT5
Golgi	YDR153C	ENT5
Golgi and ER	YDR153C	ENT5
Golgi vesicle transport	YDR153C	ENT5
lipid binding	YDR153C	ENT5
lipids	YDR153C	ENT5
budding	YDR155C	CPR1
cell cycle	YDR155C	CPR1
chromatin	YDR155C	CPR1
chromatin organization	YDR155C	CPR1
chromosome	YDR155C	CPR1
histone modification	YDR155C	CPR1
isomerase activity	YDR155C	CPR1
meiotic cell cycle	YDR155C	CPR1
mitochondria	YDR155C	CPR1
mitochondrial envelope	YDR155C	CPR1
mitochondrion	YDR155C	CPR1
mRNA binding	YDR155C	CPR1
organelle fission	YDR155C	CPR1
regulation of cell cycle	YDR155C	CPR1
regulation of organelle organization	YDR155C	CPR1
RNA binding	YDR155C	CPR1
sporulation	YDR155C	CPR1
transcription and mRNA processing	YDR155C	CPR1
nucleolus	YDR156W	RPA14
nucleotidyltransferase activity	YDR156W	RPA14
transcription	YDR156W	RPA14
transcription and mRNA processing	YDR156W	RPA14
transcription from RNA polymerase I promoter	YDR156W	RPA14
transferase activity	YDR156W	RPA14
budding	YDR159W	SAC3
cell cycle	YDR159W	SAC3
cellular response to DNA damage stimulus	YDR159W	SAC3
DNA repair	YDR159W	SAC3
endomembrane system	YDR159W	SAC3
mitotic cell cycle	YDR159W	SAC3
mRNA processing	YDR159W	SAC3
nuclear transport	YDR159W	SAC3
nuclear transport and organization	YDR159W	SAC3
nucleobase-containing compound transport	YDR159W	SAC3
organelle fission	YDR159W	SAC3
ribosomal small subunit biogenesis	YDR159W	SAC3
ribosomes and translation	YDR159W	SAC3
RNA catabolic process	YDR159W	SAC3
RNA processing	YDR159W	SAC3
sig_Gsp1_GI	YDR159W	SAC3
transcription and mRNA processing	YDR159W	SAC3
proteolysis involved in cellular protein catabolic process	YDR161W	YDR161W
sig_Gsp1_GI	YDR161W	YDR161W
cell wall organization or biogenesis	YDR162C	NBP2
protein binding, bridging	YDR162C	NBP2
protein phosphorylation	YDR162C	NBP2
regulation of protein modification process	YDR162C	NBP2
response to heat	YDR162C	NBP2
response to osmotic stress	YDR162C	NBP2
mRNA processing	YDR163W	CWC15
RNA processing	YDR163W	CWC15
RNA splicing	YDR163W	CWC15
transcription and mRNA processing	YDR163W	CWC15
cytoskeleton	YDR171W	HSP42
cytoskeleton and microtubules	YDR171W	HSP42
cytoskeleton organization	YDR171W	HSP42
unfolded protein binding	YDR171W	HSP42
cellular amino acid metabolic process	YDR173C	ARG82
kinase activity	YDR173C	ARG82
lipid metabolic process	YDR173C	ARG82
lipids	YDR173C	ARG82
metabolic	YDR173C	ARG82
protein binding, bridging	YDR173C	ARG82
transcription	YDR173C	ARG82
transcription and mRNA processing	YDR173C	ARG82
transcription from RNA polymerase II promoter	YDR173C	ARG82
transferase activity	YDR173C	ARG82
chromosome	YDR174W	HMO1
DNA binding	YDR174W	HMO1
DNA-templated transcription, initiation	YDR174W	HMO1
nucleolus	YDR174W	HMO1
sig_Gsp1_GI	YDR174W	HMO1
transcription	YDR174W	HMO1
transcription and mRNA processing	YDR174W	HMO1
transcription from RNA polymerase I promoter	YDR174W	HMO1
transcription from RNA polymerase II promoter	YDR174W	HMO1
chromatin	YDR176W	NGG1
chromatin organization	YDR176W	NGG1
histone modification	YDR176W	NGG1
peptidyl-amino acid modification	YDR176W	NGG1
protein acylation	YDR176W	NGG1
sig_Gsp1_GI	YDR176W	NGG1
transferase activity	YDR176W	NGG1
chromatin	YDR181C	SAS4
chromatin organization	YDR181C	SAS4
chromosome	YDR181C	SAS4
transferase activity	YDR181C	SAS4
protein folding	YDR183W	PLP1
transcription	YDR183W	PLP1
transcription and mRNA processing	YDR183W	PLP1
transcription from RNA polymerase II promoter	YDR183W	PLP1
chromatin	YDR191W	HST4
chromatin organization	YDR191W	HST4
histone modification	YDR191W	HST4
hydrolase activity	YDR191W	HST4
lipid metabolic process	YDR191W	HST4
lipids	YDR191W	HST4
metabolic	YDR191W	HST4
mitochondria	YDR191W	HST4
mitochondrion	YDR191W	HST4
monocarboxylic acid metabolic process	YDR191W	HST4
response to starvation	YDR191W	HST4
endomembrane system	YDR192C	NUP42
nuclear transport	YDR192C	NUP42
nuclear transport and organization	YDR192C	NUP42
nucleobase-containing compound transport	YDR192C	NUP42
protein targeting	YDR192C	NUP42
response to heat	YDR192C	NUP42
response to osmotic stress	YDR192C	NUP42
sig_Gsp1_GI	YDR192C	NUP42
cellular ion homeostasis	YDR202C	RAV2
budding	YDR207C	UME6
carbohydrate metabolic process	YDR207C	UME6
cell cycle	YDR207C	UME6
chromatin	YDR207C	UME6
chromatin organization	YDR207C	UME6
chromosome	YDR207C	UME6
DNA binding	YDR207C	UME6
lipid metabolic process	YDR207C	UME6
lipids	YDR207C	UME6
meiotic cell cycle	YDR207C	UME6
metabolic	YDR207C	UME6
nucleic acid binding transcription factor activity	YDR207C	UME6
organelle fission	YDR207C	UME6
pseudohyphal growth	YDR207C	UME6
regulation of cell cycle	YDR207C	UME6
regulation of organelle organization	YDR207C	UME6
transcription	YDR207C	UME6
transcription and mRNA processing	YDR207C	UME6
transcription factor activity, protein binding	YDR207C	UME6
transcription factor binding	YDR207C	UME6
transcription from RNA polymerase II promoter	YDR207C	UME6
cell cycle	YDR217C	RAD9
cellular response to DNA damage stimulus	YDR217C	RAD9
chromatin	YDR217C	RAD9
chromosome	YDR217C	RAD9
DNA binding	YDR217C	RAD9
DNA repair	YDR217C	RAD9
enzyme regulator activity	YDR217C	RAD9
histone binding	YDR217C	RAD9
mitotic cell cycle	YDR217C	RAD9
regulation of cell cycle	YDR217C	RAD9
transcription	YDR217C	RAD9
transcription and mRNA processing	YDR217C	RAD9
transcription from RNA polymerase II promoter	YDR217C	RAD9
mitochondria	YDR219C	MFB1
mitochondrial envelope	YDR219C	MFB1
mitochondrion	YDR219C	MFB1
mitochondrion organization	YDR219C	MFB1
proteolysis involved in cellular protein catabolic process	YDR219C	MFB1
carbohydrate metabolic process	YDR221W	GTB1
endomembrane system	YDR221W	GTB1
endoplasmic reticulum	YDR221W	GTB1
ER	YDR221W	GTB1
Golgi and ER	YDR221W	GTB1
hydrolase activity	YDR221W	GTB1
hydrolase activity, acting on glycosyl bonds	YDR221W	GTB1
metabolic	YDR221W	GTB1
protein glycosylation	YDR221W	GTB1
cellular response to DNA damage stimulus	YDR225W	HTA1
chromatin	YDR225W	HTA1
chromatin organization	YDR225W	HTA1
chromosome	YDR225W	HTA1
DNA binding	YDR225W	HTA1
